DEPREG,MUPREG,MESREG,AÑOREG,DIAOCU,MESOCU,DEPOCU,MUPOCU,EDADHOM,EDADMUJ,PUEHOM,PUEMUJ,NACHOM,NACMUJ,ESCHOM,ESCMUJ,CIUOHOM,CIUOMUJ
1,0101,1,2014,13,9,13,1301,54,39,4,9,320,320,9,9,12,IGNORADO
1,0101,1,2013,2,1,1,0101,999,999,9,9,188,320,9,9,12,21
1,0101,9,2013,22,7,1,0101,41,38,4,4,320,320,5,5,12,12
1,0101,9,2013,8,8,1,0101,39,36,4,4,320,320,4,4,12,NEOG
1,0101,9,2013,1,8,1,0101,44,40,9,4,320,320,4,5,12,NEOG
20,2007,12,2013,10,9,20,2007,31,26,4,4,320,320,4,4,12,52
1,0101,2,2014,2,12,1,0101,28,25,4,4,320,320,4,5,12,43
18,1804,6,2013,26,3,18,1801,73,35,4,4,840,320,9,9,12,NEOG
1,0101,2,2013,18,1,1,0101,37,36,4,4,320,320,5,5,12,NEOG
9,0901,5,2014,23,5,9,0901,28,28,4,4,320,320,5,4,12,NEOG
12,1201,8,2013,26,7,12,1201,31,25,4,4,320,320,5,5,12,NEOG
1,0101,5,2013,21,1,1,0101,999,999,9,9,320,320,9,9,12,NEOG
1,0101,5,2013,22,3,1,0101,55,999,4,9,320,320,4,9,12,NEOG
10,1001,1,2014,1,8,10,1001,38,25,4,4,320,320,4,4,12,NEOG
1,0114,3,2013,28,1,1,0101,48,33,4,4,320,320,5,9,12,IGNORADO
1,0101,7,2013,15,7,1,0101,34,29,4,4,320,320,5,5,12,24
1,0101,2,2013,22,1,1,0101,36,25,4,4,320,320,5,5,12,25
16,1601,8,2013,8,2,16,1601,37,38,4,4,320,320,4,5,12,26
11,1101,8,2013,12,4,11,1101,26,22,4,4,320,320,4,4,12,23
1,0101,9,2013,28,8,9,0901,38,34,4,5,320,320,4,4,12,23
12,1201,2,2014,3,12,12,1201,33,39,4,4,320,320,4,5,12,23
22,2202,1,2014,27,12,22,2202,29,23,4,4,320,320,4,4,12,43
1,0101,7,2013,3,6,1,0101,32,29,4,4,320,320,9,9,12,26
1,0101,12,2013,28,11,1,0101,999,999,9,9,320,320,9,9,12,41
1,0108,10,2013,13,8,1,0101,39,33,4,4,320,320,5,4,12,41
1,0101,3,2014,2,10,1,0101,27,29,4,4,320,320,4,4,12,52
13,1303,10,2013,18,7,9,0920,25,28,4,4,320,320,9,5,12,12
1,0101,4,2014,9,7,5,0507,51,35,4,4,320,320,4,2,12,NEOG
1,0101,7,2013,11,6,1,0101,30,29,4,4,320,320,5,5,12,24
1,0101,10,2013,22,7,1,0101,43,999,4,9,320,320,9,9,13,NEOG
1,0101,8,2013,14,6,1,0114,31,32,4,9,320,320,9,1,13,IGNORADO
13,1301,12,2013,11,10,13,1301,28,25,4,9,320,320,4,9,13,IGNORADO
5,0501,2,2014,11,11,1,0101,60,999,4,9,320,320,4,9,13,NEOG
1,0101,4,2014,30,5,1,0101,27,42,4,9,320,320,4,3,13,NEOG
22,2201,10,2013,22,8,22,2201,43,999,4,9,320,320,5,9,13,IGNORADO
5,0509,11,2013,7,10,5,0501,29,29,4,4,320,320,4,4,13,33
22,2214,5,2013,16,1,1,0108,31,23,4,4,320,320,4,4,13,41
5,0501,10,2013,16,7,5,0501,27,23,4,4,320,320,4,4,13,52
1,0101,6,2013,6,5,1,0101,999,999,9,9,320,320,9,9,14,51
10,1001,1,2013,14,1,10,1001,29,24,9,1,320,320,4,4,14,23
1,0101,9,2013,31,5,1,0101,33,34,4,4,320,320,5,5,21,22
1,0101,12,2013,4,11,1,0101,62,999,4,9,320,320,9,9,21,21
4,0401,6,2013,23,5,4,0401,39,34,9,4,170,320,9,5,21,12
1,0101,7,2013,28,5,1,0101,39,33,9,4,320,320,9,5,21,52
19,1904,12,2013,29,10,19,1904,999,999,4,4,320,320,4,4,21,33
1,0101,6,2013,12,4,1,0101,999,34,9,4,320,320,9,5,21,24
9,0901,10,2013,6,5,9,0901,44,46,9,4,320,320,9,4,21,23
1,0101,9,2013,4,6,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0101,2,2013,14,1,1,0115,37,35,4,4,320,320,5,5,21,NEOG
1,0117,5,2014,6,9,1,0101,35,28,4,4,320,320,5,5,21,NEOG
6,0608,2,2014,17,12,6,0611,35,26,4,4,320,320,5,4,21,NEOG
11,1101,8,2013,29,5,11,1101,999,999,9,9,320,320,9,9,21,23
1,0101,6,2013,20,5,1,0101,999,999,9,9,320,320,9,9,21,72
1,0101,8,2013,7,3,1,0108,999,999,9,9,320,723,9,9,21,26
1,0101,4,2013,11,3,1,0101,999,999,9,9,320,320,9,9,21,41
4,0416,5,2013,25,3,4,0401,35,30,4,9,320,320,5,9,21,IGNORADO
1,0101,6,2013,9,1,1,0101,999,999,9,9,320,188,9,9,21,NEOG
18,1803,5,2014,13,3,16,1615,30,27,4,4,320,320,5,3,21,NEOG
18,1801,11,2013,6,9,18,1801,36,26,4,4,320,320,5,4,21,32
1,0101,6,2013,11,3,1,0101,999,999,9,9,320,320,9,9,21,21
1,0101,4,2014,22,10,1,0115,999,999,9,9,320,320,9,9,21,21
1,0101,4,2013,7,3,1,0101,33,35,4,4,320,320,9,9,21,21
1,0101,1,2014,29,10,1,0101,32,31,4,4,320,320,5,5,21,22
1,0101,6,2013,13,3,1,0101,48,999,4,9,320,320,5,9,21,IGNORADO
1,0101,4,2014,13,11,3,0308,39,999,4,9,320,320,6,9,21,IGNORADO
1,0101,7,2013,5,4,1,0101,999,999,9,9,320,320,9,9,21,IGNORADO
1,0101,4,2013,4,3,1,0101,33,31,4,4,320,320,5,5,21,22
1,0101,9,2013,2,5,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0117,3,2013,8,1,1,0101,36,35,4,4,320,340,5,5,21,24
1,0101,7,2013,4,6,1,0101,999,999,9,9,320,320,9,3,21,21
9,0902,10,2013,16,7,9,0902,999,999,9,9,320,320,9,9,21,NEOG
1,0101,12,2013,5,8,1,0101,37,37,4,9,320,320,5,9,21,24
1,0101,5,2013,19,4,1,0115,999,999,9,9,320,320,9,9,21,26
1,0101,12,2013,18,6,1,0101,35,27,4,4,320,320,5,4,21,23
17,1703,8,2013,9,1,17,1703,31,24,4,4,320,320,5,4,21,23
1,0101,5,2013,7,3,1,0101,999,999,9,9,320,320,9,9,21,41
1,0101,4,2013,12,2,1,0101,33,26,4,4,320,320,5,5,21,21
1,0114,8,2013,17,6,1,0101,999,999,9,9,320,320,9,9,21,25
4,0401,4,2013,5,3,4,0401,41,999,1,1,320,320,5,1,21,IGNORADO
1,0101,8,2013,2,7,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0101,8,2013,25,4,1,0101,999,999,9,9,320,320,9,9,21,21
1,0108,7,2013,23,4,1,0101,30,31,4,4,222,320,5,5,21,21
1,0101,9,2013,19,8,1,0101,999,999,9,9,1034,320,9,9,21,44
1,0101,11,2013,19,8,1,0101,999,999,9,9,1034,320,9,9,21,44
10,1001,4,2013,21,3,10,1001,999,999,9,9,320,320,9,9,21,NEOG
1,0101,6,2013,14,3,1,0101,39,38,4,4,320,320,5,4,21,NEOG
18,1801,5,2013,26,3,18,1801,999,999,9,9,276,320,9,9,21,IGNORADO
1,0101,10,2013,16,7,1,0101,999,999,9,9,320,320,9,9,21,41
1,0101,8,2013,5,6,1,0101,999,999,9,9,320,320,9,9,21,22
5,0501,5,2013,6,3,5,0501,34,999,4,9,320,320,5,9,21,IGNORADO
1,0101,3,2013,24,1,1,0101,999,999,9,9,170,188,9,9,21,26
1,0115,1,2014,11,9,1,0101,29,26,4,4,320,320,5,5,21,26
1,0101,9,2013,7,6,1,0101,35,32,4,9,320,320,5,5,21,33
1,0101,5,2014,22,10,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0101,9,2013,5,7,1,0101,999,999,9,9,320,320,9,9,21,NEOG
1,0101,8,2013,4,6,1,0101,999,999,9,9,320,320,9,9,21,21
1,0101,12,2013,16,10,1,0108,37,30,4,4,320,320,5,5,21,26
1,0101,7,2013,4,3,1,0101,999,53,9,9,320,32,9,5,21,24
1,0101,2,2014,8,10,1,0101,40,40,4,4,320,320,5,4,21,23
1,0101,9,2013,22,8,1,0101,59,56,9,4,320,320,5,4,21,23
1,0101,2,2014,25,11,1,0101,999,999,9,9,222,320,9,9,21,23
1,0101,8,2013,19,7,1,0101,999,999,9,9,320,320,9,9,21,26
1,0101,4,2013,18,3,1,0101,32,31,4,4,320,320,4,5,21,21
1,0101,8,2013,26,6,1,0101,24,20,4,4,320,320,4,4,21,NEOG
4,0416,6,2013,23,1,1,0101,46,999,4,9,320,320,5,9,21,IGNORADO
4,0401,11,2013,1,8,4,0401,43,39,4,4,320,320,5,4,21,41
1,0101,6,2013,26,2,1,0101,28,27,9,4,320,320,9,5,22,26
1,0101,3,2014,24,10,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,2,2014,18,11,1,0101,999,999,9,9,320,320,9,9,22,35
1,0101,5,2013,1,3,1,0101,999,999,9,9,320,320,9,9,22,35
1,0101,12,2013,10,10,1,0101,999,999,9,9,320,320,9,9,22,52
1,0101,10,2013,8,4,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,5,2013,11,3,1,0101,42,22,4,4,320,320,9,9,22,NEOG
1,0101,7,2013,13,6,2,0201,61,28,4,4,340,320,9,4,22,NEOG
1,0101,6,2014,9,1,1,0101,999,999,9,9,320,320,9,9,22,NEOG
1,0101,8,2013,16,7,1,0101,999,999,9,9,320,320,9,9,22,NEOG
19,1901,5,2013,26,4,19,1901,999,999,9,9,320,320,9,9,22,23
12,1217,2,2014,3,9,12,1217,34,32,4,4,320,320,5,4,22,23
1,0101,5,2014,10,9,1,0101,36,38,4,4,320,320,5,5,22,22
6,0601,1,2014,31,10,6,0601,32,36,4,4,320,320,5,5,22,22
1,0101,6,2014,5,12,1,0106,31,28,4,1,320,320,5,5,22,22
9,0901,9,2013,7,8,9,0901,999,999,9,9,320,320,9,9,22,22
1,0101,9,2013,19,7,1,0101,999,999,9,9,320,320,9,9,22,26
1,0101,6,2013,25,3,1,0101,999,999,9,9,320,320,9,9,22,41
1,0101,2,2014,22,2,7,0711,999,999,9,9,320,840,9,9,22,41
1,0101,8,2013,6,5,1,0101,999,999,9,9,320,320,9,9,22,41
15,1501,4,2014,18,12,15,1501,33,32,4,4,320,320,5,5,22,22
9,0901,6,2013,15,4,9,0901,999,999,9,9,320,320,9,9,22,NEOG
1,0101,7,2013,13,5,1,0101,52,38,4,4,320,320,5,4,22,52
13,1306,5,2014,7,3,13,1306,64,53,4,4,320,320,5,4,22,23
1,0101,10,2013,27,8,1,0101,56,999,4,9,320,320,9,1,22,IGNORADO
20,2001,5,2013,18,3,1,0101,999,999,9,9,320,320,9,9,22,IGNORADO
13,1301,3,2013,19,2,13,1301,49,39,4,4,320,320,5,4,22,12
4,0407,7,2013,6,5,4,0401,62,60,1,1,320,320,4,1,22,NEOG
1,0101,11,2013,3,10,1,0101,999,999,9,9,320,320,9,9,22,NEOG
11,1108,1,2014,7,6,9,0910,37,35,4,9,320,320,5,5,22,NEOG
10,1001,6,2013,7,5,10,1001,39,25,4,4,320,320,5,4,22,NEOG
1,0101,6,2013,12,4,1,0101,999,999,9,9,320,320,9,9,22,26
13,1301,4,2013,24,1,13,1301,38,38,4,4,320,320,4,4,23,NEOG
20,2006,12,2013,5,9,20,2006,31,24,4,9,320,320,4,4,23,NEOG
5,0501,12,2013,13,2,5,0501,27,24,4,4,320,320,5,9,23,NEOG
5,0501,10,2013,26,6,5,0501,37,999,4,9,320,320,9,9,23,NEOG
1,0101,8,2013,6,6,1,0101,44,32,4,4,320,320,5,5,23,21
22,2205,12,2013,11,3,22,2205,54,51,4,4,320,320,5,4,23,23
20,2001,1,2014,9,12,20,2001,999,999,9,9,320,320,9,9,23,IGNORADO
1,0101,2,2014,25,10,1,0108,41,39,4,4,320,320,4,4,23,23
4,0416,8,2013,12,7,4,0416,999,999,9,9,320,320,9,9,23,41
1,0101,3,2014,13,12,1,0101,999,999,4,4,320,320,9,9,23,23
16,1601,10,2013,2,7,16,1601,39,25,1,1,320,320,5,4,23,NEOG
9,0909,10,2013,25,6,9,0909,34,999,4,9,320,320,4,9,23,IGNORADO
15,1502,4,2014,18,12,15,1502,29,21,9,1,320,320,9,2,23,NEOG
16,1601,6,2013,9,1,16,1601,999,999,9,9,320,320,9,4,23,23
20,2001,12,2013,24,9,20,2001,999,999,9,9,320,320,9,1,23,IGNORADO
14,1408,8,2013,15,3,14,1401,40,36,1,9,320,320,4,9,23,IGNORADO
1,0101,4,2013,22,1,1,0101,50,39,4,9,320,320,4,9,23,IGNORADO
13,1319,9,2013,8,8,13,1319,54,52,1,9,320,320,4,9,23,IGNORADO
5,0501,12,2013,6,11,5,0501,999,999,9,9,320,320,9,9,23,IGNORADO
12,1219,9,2013,31,5,12,1215,42,35,4,4,320,320,4,4,23,IGNORADO
2,0204,7,2013,15,2,2,0201,999,999,9,9,320,320,9,9,23,23
19,1901,1,2014,3,9,19,1901,29,26,4,4,320,320,9,4,23,23
21,2101,6,2013,3,6,21,2101,24,22,4,4,320,320,4,4,23,23
19,1908,3,2013,5,2,19,1901,999,35,9,4,320,320,9,4,23,23
17,1708,6,2013,21,5,17,1712,31,36,4,4,320,320,4,4,23,23
16,1601,11,2013,4,10,16,1601,29,18,1,1,320,320,4,2,23,NEOG
16,1601,1,2014,25,2,16,1601,49,47,4,4,320,320,4,4,23,NEOG
16,1601,7,2013,3,5,16,1601,32,23,1,1,320,320,4,4,23,32
16,1612,4,2013,28,2,16,1612,28,24,1,4,320,320,4,4,23,34
22,2212,9,2013,23,8,22,2212,25,21,4,4,320,320,4,4,23,34
10,1001,7,2013,11,6,10,1001,999,999,9,9,320,320,9,9,23,52
16,1601,10,2013,3,5,16,1601,999,26,1,1,320,320,9,2,23,52
20,2002,7,2013,7,2,20,2002,25,24,4,4,320,320,4,3,23,51
13,1311,10,2013,29,8,13,1301,29,28,4,4,320,320,4,2,23,NEOG
17,1704,11,2013,7,3,17,1703,999,27,9,4,320,320,9,4,23,NEOG
21,2101,6,2013,7,1,21,2101,999,999,9,9,320,320,9,9,23,NEOG
17,1701,1,2014,11,10,17,1701,999,999,9,9,320,320,9,9,23,NEOG
11,1101,6,2013,23,5,11,1101,999,999,9,9,320,320,9,9,23,NEOG
11,1104,9,2013,28,6,11,1101,999,999,9,9,320,320,9,9,23,NEOG
14,1405,5,2013,20,3,14,1413,30,19,1,1,320,320,4,1,23,NEOG
6,0608,11,2013,4,10,6,0601,999,999,9,9,320,320,9,9,23,NEOG
1,0101,10,2013,8,8,1,0101,999,999,4,4,320,320,4,2,23,NEOG
1,0101,5,2014,27,12,1,0101,53,999,4,9,320,320,4,9,23,NEOG
16,1601,8,2013,2,5,16,1601,41,999,1,9,320,320,4,9,23,NEOG
9,0901,5,2013,12,2,9,0901,999,999,9,9,320,320,4,9,23,NEOG
4,0407,2,2013,24,1,4,0401,999,22,9,1,320,320,9,3,23,NEOG
1,0101,7,2013,16,5,1,0101,999,999,9,9,320,320,9,9,23,NEOG
17,1710,10,2013,26,3,17,1705,999,999,9,9,320,320,9,9,23,NEOG
1,0108,5,2013,23,1,1,0115,40,40,9,9,320,320,9,9,23,NEOG
1,0101,7,2013,21,5,1,0101,30,27,4,4,320,320,5,5,23,NEOG
22,2216,5,2013,1,2,22,2201,23,19,4,4,320,320,4,3,23,NEOG
1,0115,12,2013,27,11,1,0115,40,34,4,4,320,320,9,9,23,NEOG
21,2101,12,2013,12,12,21,2101,999,999,9,9,320,320,9,9,23,NEOG
10,1001,5,2013,9,5,10,1001,37,32,1,1,320,320,9,9,23,NEOG
19,1907,12,2013,18,6,19,1907,999,999,4,9,320,320,4,9,23,NEOG
13,1301,10,2013,10,7,13,1301,25,19,4,4,320,320,4,3,23,NEOG
17,1703,12,2013,2,12,17,1703,21,19,4,4,320,320,4,4,23,NEOG
15,1501,5,2013,11,4,15,1501,26,19,4,9,320,320,4,4,23,NEOG
21,2101,6,2013,22,5,21,2101,999,999,9,9,320,320,9,9,23,NEOG
21,2101,8,2013,18,7,21,2101,999,999,9,9,320,320,9,9,23,NEOG
16,1601,5,2013,27,2,16,1601,30,24,1,1,320,320,4,3,23,NEOG
10,1004,4,2013,6,3,10,1001,23,23,1,4,320,320,4,5,23,NEOG
9,0912,12,2013,17,6,9,0914,24,21,1,1,320,320,4,4,23,NEOG
9,0914,2,2014,17,6,9,0914,24,21,1,1,320,320,4,4,23,NEOG
13,1312,6,2013,27,5,13,1312,999,999,9,9,320,320,9,9,23,23
18,1801,12,2013,26,9,18,1801,41,36,4,4,320,320,4,4,23,23
12,1216,10,2013,15,3,12,1215,22,22,4,4,320,320,4,4,23,23
16,1602,9,2013,17,4,16,1601,23,22,1,4,320,320,4,4,23,23
21,2101,3,2013,3,1,21,2101,999,999,9,9,320,320,9,9,23,23
16,1601,4,2014,20,12,16,1611,26,23,1,1,320,320,4,4,23,23
17,1704,7,2013,18,6,17,1703,32,28,4,4,320,320,5,4,23,23
14,1413,7,2013,26,6,14,1413,22,26,1,1,320,320,4,4,23,23
14,1416,7,2013,18,6,14,1413,40,29,1,1,320,320,4,4,23,23
9,0901,12,2013,4,9,9,0901,999,999,9,9,320,320,9,9,23,23
16,1601,12,2013,1,10,16,1601,999,999,4,4,320,320,4,5,23,23
12,1210,12,2013,20,11,12,1210,33,38,4,9,320,320,4,4,23,23
16,1604,12,2013,28,8,16,1604,30,29,4,4,320,320,4,5,23,23
16,1601,11,2013,12,6,16,1601,29,28,4,4,320,320,4,5,23,23
9,0909,2,2014,10,12,9,0909,28,31,1,1,320,320,4,5,23,23
18,1803,1,2014,2,12,18,1803,53,45,4,4,320,320,4,4,23,23
10,1001,9,2013,20,8,10,1001,39,35,4,4,320,320,5,4,23,23
10,1001,10,2013,24,9,10,1001,70,56,4,4,320,320,4,4,23,23
11,1109,9,2013,20,4,11,1101,25,30,4,4,320,320,4,4,23,23
11,1106,10,2013,20,4,11,1106,25,30,4,4,320,320,4,4,23,23
7,0705,5,2013,10,4,7,0701,27,27,1,1,320,320,4,4,23,23
15,1504,1,2014,25,11,15,1504,26,27,1,1,320,320,4,4,23,23
1,0101,5,2013,20,3,1,0115,999,999,9,9,320,320,9,9,23,IGNORADO
5,0511,7,2013,12,6,5,0501,35,999,1,9,320,320,9,9,23,IGNORADO
1,0101,2,2014,4,6,20,2001,999,999,9,9,320,320,9,9,23,IGNORADO
20,2001,3,2013,12,3,22,2201,999,999,9,9,320,320,9,9,23,IGNORADO
13,1326,3,2014,6,8,13,1326,44,999,4,9,320,320,5,9,23,IGNORADO
20,2001,10,2013,31,7,20,2001,999,999,9,9,320,340,9,9,23,IGNORADO
16,1601,1,2014,6,8,20,2001,999,999,9,9,320,320,9,9,23,IGNORADO
18,1801,4,2013,23,1,18,1801,999,999,9,9,320,320,9,9,23,IGNORADO
20,2001,10,2013,5,2,20,2001,999,999,9,9,320,320,9,9,23,IGNORADO
17,1704,5,2013,2,4,17,1703,29,27,4,4,320,320,4,3,23,NEOG
4,0402,10,2013,20,6,4,0401,32,20,1,1,320,320,4,2,23,NEOG
14,1420,2,2014,4,12,21,2101,999,999,9,9,320,320,9,9,23,NEOG
13,1306,3,2014,15,11,13,1306,999,999,4,9,320,320,9,1,23,NEOG
22,2201,3,2013,11,3,22,2201,49,31,4,4,320,320,4,1,23,NEOG
1,0101,6,2014,23,7,1,0101,999,999,9,9,320,320,9,9,23,43
21,2101,7,2013,30,5,21,2101,999,999,9,9,320,320,9,9,23,43
14,1412,5,2013,19,4,14,1401,28,24,4,4,320,320,4,4,23,43
1,0101,12,2013,26,9,1,0101,999,999,9,9,320,320,9,9,23,43
1,0101,9,2013,19,3,1,0101,999,999,9,9,320,320,9,9,23,43
9,0901,2,2014,25,10,9,0901,999,999,9,9,320,320,9,9,23,43
6,0613,11,2013,3,10,6,0601,38,32,1,4,320,320,4,4,23,33
11,1101,7,2013,9,7,11,1101,40,29,4,4,320,320,4,4,23,41
1,0101,5,2014,2,12,1,0101,999,999,9,9,320,320,9,9,23,41
17,1703,1,2014,24,10,17,1703,61,999,4,9,320,320,4,9,23,41
6,0604,3,2013,11,2,6,0601,999,999,9,9,320,320,9,9,23,41
22,2201,8,2013,18,7,22,2201,999,999,9,9,320,320,9,9,23,41
21,2106,11,2013,14,10,21,2101,999,999,9,9,320,320,9,9,23,41
21,2103,11,2013,14,10,21,2103,999,999,9,9,320,320,4,9,23,96
13,1301,6,2013,2,4,13,1301,42,36,4,9,320,320,5,9,23,IGNORADO
6,0601,3,2013,22,1,21,2101,50,62,4,4,320,320,5,2,23,NEOG
19,1901,8,2013,22,7,19,1901,39,29,4,4,320,320,5,5,23,23
22,2201,5,2013,2,5,22,2201,33,37,4,4,320,320,4,4,23,33
1,0115,8,2013,4,4,1,0115,999,999,9,9,320,320,9,1,23,IGNORADO
1,0101,10,2013,4,9,1,0101,999,999,9,9,276,320,9,9,23,41
19,1901,5,2013,18,4,1,0101,999,999,9,9,320,320,9,9,23,51
16,1601,5,2013,8,3,16,1601,24,29,9,9,320,320,4,5,23,22
9,0909,5,2013,7,2,9,0901,34,34,1,4,320,320,5,4,23,NEOG
1,0101,7,2013,18,6,1,0101,999,999,9,9,320,320,9,9,23,NEOG
1,0101,2,2014,17,9,1,0101,999,999,9,9,320,320,9,9,23,NEOG
1,0101,3,2013,29,1,1,0101,999,999,9,9,320,320,9,9,23,NEOG
1,0101,10,2013,23,9,1,0101,999,999,9,9,320,320,9,9,23,NEOG
1,0115,9,2013,22,8,1,0115,999,999,9,9,320,320,9,9,23,NEOG
1,0115,3,2014,11,3,1,0115,999,999,9,9,320,320,9,9,23,NEOG
7,0701,7,2013,20,5,7,0701,37,33,9,9,320,320,9,9,23,NEOG
5,0502,4,2014,21,10,5,0502,26,22,4,4,320,320,4,4,23,NEOG
1,0101,9,2013,9,7,1,0101,53,48,4,4,320,320,9,9,23,23
1,0101,2,2013,11,1,2,0201,999,999,9,9,320,320,9,9,23,23
1,0101,4,2013,4,3,1,0101,999,999,9,9,320,320,9,9,23,23
9,0920,3,2014,12,8,9,0920,999,999,4,4,320,320,9,9,23,23
17,1701,4,2013,27,2,17,1703,34,30,9,4,320,320,4,2,23,IGNORADO
9,0909,10,2013,27,8,9,0901,27,999,4,9,320,320,5,9,23,IGNORADO
16,1601,2,2014,22,8,16,1601,999,999,9,9,320,320,9,9,23,NEOG
9,0901,6,2013,19,3,9,0901,999,999,9,9,320,320,9,9,23,41
1,0101,11,2013,20,9,1,0115,999,999,9,9,320,320,9,9,24,NEOG
1,0101,11,2013,8,10,1,0101,29,31,4,4,320,320,5,9,24,24
1,0101,5,2013,18,2,1,0101,51,40,4,4,320,320,9,5,24,24
1,0101,9,2013,31,5,1,0101,61,41,4,4,320,320,5,4,24,24
1,0101,5,2013,10,4,1,0101,999,999,9,9,320,320,9,9,24,NEOG
12,1201,2,2014,17,9,12,1201,36,31,4,4,320,320,5,5,24,26
1,0101,11,2013,11,3,1,0101,999,999,9,9,320,320,9,9,24,43
1,0101,9,2013,2,8,1,0101,44,42,4,4,320,320,5,5,24,43
1,0101,6,2014,28,2,1,0101,32,25,4,5,320,320,5,4,24,43
1,0101,10,2013,27,6,1,0101,999,999,9,9,320,320,9,9,24,41
1,0101,11,2013,25,6,1,0101,32,999,4,9,320,320,4,9,24,IGNORADO
1,0108,12,2013,27,6,1,0101,32,33,4,4,320,320,4,5,24,26
3,0301,6,2013,26,4,3,0301,35,35,4,4,320,320,4,5,24,21
13,1301,4,2014,26,11,13,1301,29,26,4,4,320,320,4,4,24,33
1,0101,1,2014,25,10,1,0101,31,31,9,4,723,320,9,5,24,12
1,0101,7,2013,14,3,1,0101,40,37,9,4,320,320,9,4,24,24
1,0101,7,2013,8,4,1,0101,41,40,9,4,320,320,9,5,24,12
1,0101,10,2013,4,9,1,0101,999,999,9,9,320,320,9,9,24,NEOG
1,0101,12,2013,2,10,1,0101,999,999,9,9,840,320,9,9,24,NEOG
13,1301,11,2013,14,10,13,1301,40,21,4,4,320,320,3,4,24,31
1,0101,2,2013,25,1,1,0101,999,999,9,9,320,320,9,9,24,NEOG
1,0101,8,2013,8,7,1,0108,39,38,9,9,320,320,9,9,24,NEOG
1,0101,10,2013,21,8,1,0101,32,999,4,9,320,320,5,9,24,NEOG
1,0101,4,2013,15,3,1,0101,30,999,4,9,320,320,5,9,24,NEOG
1,0101,8,2013,11,7,1,0101,38,35,4,9,320,320,5,9,24,NEOG
1,0101,1,2014,15,11,1,0101,49,49,4,4,320,320,5,5,24,24
1,0101,4,2013,5,3,1,0101,999,999,9,9,320,320,9,9,24,41
1,0101,4,2013,8,4,1,0101,999,999,9,9,320,320,9,9,24,23
1,0101,5,2013,23,1,1,0101,36,31,4,4,320,320,5,5,24,NEOG
1,0101,6,2013,15,2,1,0101,59,57,4,9,320,320,5,1,24,NEOG
1,0101,4,2013,14,2,1,0101,999,999,9,9,320,320,9,9,24,NEOG
1,0106,5,2013,19,2,1,0101,37,27,4,4,320,320,5,5,24,21
1,0101,7,2013,3,5,1,0101,999,999,9,9,320,320,9,9,24,26
9,0901,1,2014,18,11,9,0901,31,31,4,4,320,320,5,9,24,NEOG
1,0101,12,2013,10,10,1,0108,48,999,4,9,320,320,4,9,24,NEOG
1,0101,12,2013,10,9,1,0101,33,29,4,4,320,320,5,4,24,26
1,0101,5,2013,22,4,1,0101,999,999,9,9,723,320,9,1,24,IGNORADO
1,0101,12,2013,31,7,1,0117,36,28,4,4,320,320,4,5,24,41
1,0115,12,2013,30,10,19,1908,45,41,4,4,320,320,9,3,24,52
1,0108,3,2014,16,12,1,0101,63,999,4,9,320,320,9,9,24,44
1,0101,7,2013,8,2,1,0101,999,999,9,9,320,320,9,9,24,52
1,0101,4,2013,29,1,1,0101,999,999,9,9,320,320,9,9,24,NEOG
1,0108,11,2013,24,9,1,0115,39,35,4,4,320,320,5,5,24,26
1,0101,10,2013,26,8,1,0101,31,28,4,4,320,320,9,5,25,24
1,0101,4,2013,24,1,1,0101,42,39,9,4,840,320,5,5,25,24
1,0101,9,2013,31,7,1,0101,999,999,9,9,320,320,9,9,25,44
1,0101,3,2013,18,1,1,0101,35,27,4,9,320,320,5,9,25,NEOG
1,0101,10,2013,6,6,1,0101,34,27,4,4,320,320,5,5,25,NEOG
1,0101,11,2013,15,7,1,0101,999,999,9,9,320,320,9,9,25,25
1,0101,2,2014,8,10,1,0101,999,999,9,9,320,320,9,9,25,24
1,0101,4,2014,26,11,1,0108,36,37,4,9,320,320,5,9,25,43
1,0101,4,2014,21,6,1,0101,53,999,4,9,320,320,5,9,25,41
1,0101,4,2013,11,2,1,0101,999,999,9,9,320,320,9,9,25,23
1,0101,9,2013,23,7,1,0101,999,999,9,9,320,320,9,9,25,NEOG
1,0101,9,2013,2,8,1,0101,999,999,9,9,320,320,9,9,25,35
4,0401,10,2013,25,7,4,0401,43,37,4,4,320,320,9,4,25,52
1,0115,5,2013,5,2,1,0115,32,26,4,4,320,320,9,4,25,51
5,0502,9,2013,15,5,5,0502,999,999,9,9,320,320,9,9,25,34
1,0117,2,2014,12,11,1,0101,42,999,4,9,320,320,5,9,25,35
1,0113,1,2014,9,10,1,0101,999,80,9,9,320,320,5,9,26,IGNORADO
5,0501,2,2013,23,1,1,0114,35,33,4,4,320,320,5,5,26,26
1,0115,5,2013,2,5,1,0115,37,29,4,4,320,320,5,5,26,26
1,0101,1,2014,6,8,1,0101,999,999,9,9,320,320,9,9,26,12
1,0101,1,2014,25,11,1,0101,999,999,9,9,320,320,9,9,26,26
1,0102,11,2013,7,10,1,0101,39,36,5,5,320,320,5,5,26,22
